,집객시설_수,교통시설_수,cluster
0,0.057335581787521,0.173076923076923,1
1,0.057335581787521,0.173076923076923,1
2,0.057335581787521,0.173076923076923,1
3,0.057335581787521,0.173076923076923,1
4,0.087689713322091,0.2692307692307693,1
5,0.087689713322091,0.2692307692307693,1
6,0.087689713322091,0.2692307692307693,1
7,0.087689713322091,0.2692307692307693,1
8,0.057335581787521,0.173076923076923,1
9,0.057335581787521,0.173076923076923,1
10,0.057335581787521,0.173076923076923,1
11,0.057335581787521,0.173076923076923,1
12,0.057335581787521,0.173076923076923,1
13,0.057335581787521,0.173076923076923,1
14,0.057335581787521,0.173076923076923,1
15,0.057335581787521,0.173076923076923,1
16,0.087689713322091,0.2692307692307693,1
17,0.087689713322091,0.2692307692307693,1
18,0.087689713322091,0.2692307692307693,1
19,0.087689713322091,0.2692307692307693,1
20,0.087689713322091,0.2692307692307693,1
21,0.087689713322091,0.2692307692307693,1
22,0.087689713322091,0.2692307692307693,1
23,0.087689713322091,0.2692307692307693,1
24,0.087689713322091,0.2692307692307693,1
25,0.087689713322091,0.2692307692307693,1
26,0.087689713322091,0.2692307692307693,1
27,0.087689713322091,0.2692307692307693,1
28,0.087689713322091,0.2692307692307693,1
29,0.087689713322091,0.2692307692307693,1
30,0.087689713322091,0.2692307692307693,1
31,0.087689713322091,0.2692307692307693,1
32,0.057335581787521,0.173076923076923,1
33,0.057335581787521,0.173076923076923,1
34,0.057335581787521,0.173076923076923,1
35,0.057335581787521,0.173076923076923,1
36,0.087689713322091,0.2692307692307693,1
37,0.087689713322091,0.2692307692307693,1
38,0.087689713322091,0.2692307692307693,1
39,0.087689713322091,0.2692307692307693,1
40,0.057335581787521,0.173076923076923,1
41,0.057335581787521,0.173076923076923,1
42,0.057335581787521,0.173076923076923,1
43,0.057335581787521,0.173076923076923,1
44,0.057335581787521,0.173076923076923,1
45,0.057335581787521,0.173076923076923,1
46,0.057335581787521,0.173076923076923,1
47,0.057335581787521,0.173076923076923,1
48,0.087689713322091,0.2692307692307693,1
49,0.087689713322091,0.2692307692307693,1
50,0.087689713322091,0.2692307692307693,1
51,0.087689713322091,0.2692307692307693,1
52,0.087689713322091,0.2692307692307693,1
53,0.087689713322091,0.2692307692307693,1
54,0.087689713322091,0.2692307692307693,1
55,0.087689713322091,0.2692307692307693,1
56,0.087689713322091,0.2692307692307693,1
57,0.087689713322091,0.2692307692307693,1
58,0.087689713322091,0.2692307692307693,1
59,0.087689713322091,0.2692307692307693,1
60,0.087689713322091,0.2692307692307693,1
61,0.087689713322091,0.2692307692307693,1
62,0.087689713322091,0.2692307692307693,1
63,0.087689713322091,0.2692307692307693,1
64,0.057335581787521,0.173076923076923,1
65,0.057335581787521,0.173076923076923,1
66,0.057335581787521,0.173076923076923,1
67,0.057335581787521,0.173076923076923,1
68,0.087689713322091,0.2692307692307693,1
69,0.087689713322091,0.2692307692307693,1
70,0.087689713322091,0.2692307692307693,1
71,0.087689713322091,0.2692307692307693,1
72,0.057335581787521,0.173076923076923,1
73,0.057335581787521,0.173076923076923,1
74,0.057335581787521,0.173076923076923,1
75,0.057335581787521,0.173076923076923,1
76,0.057335581787521,0.173076923076923,1
77,0.057335581787521,0.173076923076923,1
78,0.057335581787521,0.173076923076923,1
79,0.057335581787521,0.173076923076923,1
80,0.087689713322091,0.2692307692307693,1
81,0.087689713322091,0.2692307692307693,1
82,0.087689713322091,0.2692307692307693,1
83,0.087689713322091,0.2692307692307693,1
84,0.087689713322091,0.2692307692307693,1
85,0.087689713322091,0.2692307692307693,1
86,0.087689713322091,0.2692307692307693,1
87,0.087689713322091,0.2692307692307693,1
88,0.087689713322091,0.2692307692307693,1
89,0.087689713322091,0.2692307692307693,1
90,0.087689713322091,0.2692307692307693,1
91,0.087689713322091,0.2692307692307693,1
92,0.087689713322091,0.2692307692307693,1
93,0.087689713322091,0.2692307692307693,1
94,0.087689713322091,0.2692307692307693,1
95,0.087689713322091,0.2692307692307693,1
96,0.057335581787521,0.173076923076923,1
97,0.057335581787521,0.173076923076923,1
98,0.057335581787521,0.173076923076923,1
99,0.057335581787521,0.173076923076923,1
100,0.087689713322091,0.2692307692307693,1
101,0.087689713322091,0.2692307692307693,1
102,0.087689713322091,0.2692307692307693,1
103,0.087689713322091,0.2692307692307693,1
104,0.057335581787521,0.173076923076923,1
105,0.057335581787521,0.173076923076923,1
106,0.057335581787521,0.173076923076923,1
107,0.057335581787521,0.173076923076923,1
108,0.057335581787521,0.173076923076923,1
109,0.057335581787521,0.173076923076923,1
110,0.057335581787521,0.173076923076923,1
111,0.057335581787521,0.173076923076923,1
112,0.087689713322091,0.2692307692307693,1
113,0.087689713322091,0.2692307692307693,1
114,0.087689713322091,0.2692307692307693,1
115,0.087689713322091,0.2692307692307693,1
116,0.087689713322091,0.2692307692307693,1
117,0.087689713322091,0.2692307692307693,1
118,0.087689713322091,0.2692307692307693,1
119,0.087689713322091,0.2692307692307693,1
120,0.087689713322091,0.2692307692307693,1
121,0.087689713322091,0.2692307692307693,1
122,0.087689713322091,0.2692307692307693,1
123,0.087689713322091,0.2692307692307693,1
124,0.087689713322091,0.2692307692307693,1
125,0.087689713322091,0.2692307692307693,1
126,0.087689713322091,0.2692307692307693,1
127,0.087689713322091,0.2692307692307693,1
128,0.057335581787521,0.173076923076923,1
129,0.057335581787521,0.173076923076923,1
130,0.057335581787521,0.173076923076923,1
131,0.057335581787521,0.173076923076923,1
132,0.087689713322091,0.2692307692307693,1
133,0.087689713322091,0.2692307692307693,1
134,0.087689713322091,0.2692307692307693,1
135,0.087689713322091,0.2692307692307693,1
136,0.057335581787521,0.173076923076923,1
137,0.057335581787521,0.173076923076923,1
138,0.057335581787521,0.173076923076923,1
139,0.057335581787521,0.173076923076923,1
140,0.057335581787521,0.173076923076923,1
141,0.057335581787521,0.173076923076923,1
142,0.057335581787521,0.173076923076923,1
143,0.057335581787521,0.173076923076923,1
144,0.087689713322091,0.2692307692307693,1
145,0.087689713322091,0.2692307692307693,1
146,0.087689713322091,0.2692307692307693,1
147,0.087689713322091,0.2692307692307693,1
148,0.087689713322091,0.2692307692307693,1
149,0.087689713322091,0.2692307692307693,1
150,0.087689713322091,0.2692307692307693,1
151,0.087689713322091,0.2692307692307693,1
152,0.087689713322091,0.2692307692307693,1
153,0.087689713322091,0.2692307692307693,1
154,0.087689713322091,0.2692307692307693,1
155,0.087689713322091,0.2692307692307693,1
156,0.087689713322091,0.2692307692307693,1
157,0.087689713322091,0.2692307692307693,1
158,0.087689713322091,0.2692307692307693,1
159,0.087689713322091,0.2692307692307693,1
160,0.057335581787521,0.173076923076923,1
161,0.057335581787521,0.173076923076923,1
162,0.057335581787521,0.173076923076923,1
163,0.057335581787521,0.173076923076923,1
164,0.087689713322091,0.2692307692307693,1
165,0.087689713322091,0.2692307692307693,1
166,0.087689713322091,0.2692307692307693,1
167,0.087689713322091,0.2692307692307693,1
168,0.057335581787521,0.173076923076923,1
169,0.057335581787521,0.173076923076923,1
170,0.057335581787521,0.173076923076923,1
171,0.057335581787521,0.173076923076923,1
172,0.057335581787521,0.173076923076923,1
173,0.057335581787521,0.173076923076923,1
174,0.057335581787521,0.173076923076923,1
175,0.057335581787521,0.173076923076923,1
176,0.087689713322091,0.2692307692307693,1
177,0.087689713322091,0.2692307692307693,1
178,0.087689713322091,0.2692307692307693,1
179,0.087689713322091,0.2692307692307693,1
180,0.087689713322091,0.2692307692307693,1
181,0.087689713322091,0.2692307692307693,1
182,0.087689713322091,0.2692307692307693,1
183,0.087689713322091,0.2692307692307693,1
184,0.087689713322091,0.2692307692307693,1
185,0.087689713322091,0.2692307692307693,1
186,0.087689713322091,0.2692307692307693,1
187,0.087689713322091,0.2692307692307693,1
188,0.087689713322091,0.2692307692307693,1
189,0.087689713322091,0.2692307692307693,1
190,0.087689713322091,0.2692307692307693,1
191,0.087689713322091,0.2692307692307693,1
192,0.057335581787521,0.173076923076923,1
193,0.057335581787521,0.173076923076923,1
194,0.057335581787521,0.173076923076923,1
195,0.057335581787521,0.173076923076923,1
196,0.087689713322091,0.2692307692307693,1
197,0.087689713322091,0.2692307692307693,1
198,0.087689713322091,0.2692307692307693,1
199,0.087689713322091,0.2692307692307693,1
200,0.057335581787521,0.173076923076923,1
201,0.057335581787521,0.173076923076923,1
202,0.057335581787521,0.173076923076923,1
203,0.057335581787521,0.173076923076923,1
204,0.057335581787521,0.173076923076923,1
205,0.057335581787521,0.173076923076923,1
206,0.057335581787521,0.173076923076923,1
207,0.057335581787521,0.173076923076923,1
208,0.087689713322091,0.2692307692307693,1
209,0.087689713322091,0.2692307692307693,1
210,0.087689713322091,0.2692307692307693,1
211,0.087689713322091,0.2692307692307693,1
212,0.087689713322091,0.2692307692307693,1
213,0.087689713322091,0.2692307692307693,1
214,0.087689713322091,0.2692307692307693,1
